Model,Z_SMSE,Z_MSE,Y_SMSE,Y_MSE,Y_SMSE_TOP,Y_MSE_TOP,LML,Kernel_Params
"Matern 1.5 + WhiteK, x:none, y:scaled",0.860169,0.8601690757621301,0.860169,0.004692377227519287,0.0590081,0.000321899575307438,-27.4725,"1.28**2 * Matern(len_scale=[1.5, 1.87, 0.0839], nu=1.5) + WhiteK(noise=0.00313)"
"Matern 1.5 + WhiteK, x:scaled, y:scaled",0.860169,0.8601690995059713,0.860169,0.004692377357046218,0.0590081,0.0003219000662632064,-27.4725,"1.28**2 * Matern(len_scale=[5.06, 6.74, 0.333], nu=1.5) + WhiteK(noise=0.00313)"
"Rational Quad, x:none, y:logshift-scaled",1.14794,1.1479389005939877,1.4763,0.00805347959152837,0.0594204,0.0003241492089425706,-30.0595,"1.38**2 + RationalQuadratic(α=1e+05, len_scale=0.301)"
"Rational Quad + WhiteK, x:none, y:logshift-scaled",1.14794,1.147939538056107,1.4763,0.008053459627640714,0.0594211,0.00032415274642861864,-30.0595,"1.38**2 * RationalQuadratic(α=1e+05, len_scale=0.301) + WhiteK(noise=1e-07)"
"Locally Periodic, x:none, y:logshift-scaled",1.14787,1.147865468000551,1.47612,0.008052488901037056,0.0594571,0.00032434896598432586,-30.0599,"1.38**2 * RBF(len_scale=[4.59e+03, 11.1, 120]) + ExpSineSquared(len_scale=0.000847, periodicity=2.23e+03)"
"Ridge + RQ + WhiteK, x:none, y:logshift",1.21161,0.22971008946803387,1.64711,0.008985276584323397,0.0597819,0.00032612128085013234,-9.87479,"DotProduct(sigma_0=1.01) + 0.606**2 * RationalQuadratic(α=1e+05, len_scale=0.31) + WhiteK(noise=1e-07)"
"RBF, x:scaled, y:power",1.18932,0.0006895371589394387,1.12213,0.006121408299003319,0.0605267,0.0003301841032490905,55.6896,"0.0547**2 + RBF(len_scale=[1.01, 1.07, 1.08])"
"Matern 2.5 + WhiteK, x:scaled, y:none",1.03326,0.005636592716907797,1.03326,0.005636592716907797,0.0606172,0.00033067765026742425,39.7214,"0.191**2 * Matern(len_scale=[10, 5.67, 0.69], nu=2.5) + WhiteK(noise=6.54e-05)"
"Linear + RBF, x:scaled, y:logshift-scaled",1.15289,1.1528878050775309,1.67236,0.009123030361706584,0.0607182,0.00033122850681543666,-23.4254,"DotProduct(sigma_0=0.86) + 1.63**2 * RBF(len_scale=[1.78, 3.62, 0.697])"
"Linear + RBF, x:scaled, y:pow-scaled",0.605655,0.6056546529208242,0.768206,0.004190701700019718,0.0607919,0.00033163101248202305,-34.6466,"DotProduct(sigma_0=0.0029) + 0.955**2 * RBF(len_scale=[0.703, 1.14, 0.411])"
"Rational Quad, x:scaled, y:logshift-scaled",1.21613,1.2161255432732634,1.5634,0.00852860985940681,0.0608003,0.00033167662484948627,-29.5497,"1.38**2 + RationalQuadratic(α=1e+05, len_scale=1.11)"
"Rational Quad + WhiteK, x:scaled, y:logshift-scaled",1.21613,1.2161283742458453,1.5634,0.00852861283918346,0.0608033,0.0003316929154039282,-29.5497,"1.38**2 * RationalQuadratic(α=1e+05, len_scale=1.11) + WhiteK(noise=1e-07)"
"Matern 1.5 + WhiteK, x:none, y:logshift-scaled",1.12005,1.1200507388772787,1.49041,0.008130475501986622,0.0608572,0.00033198699443322244,-21.7392,"1.62**2 * Matern(len_scale=[3.21, 5.87, 0.109], nu=1.5) + WhiteK(noise=0.000424)"
"Matern 2.5, x:scaled, y:none",1.25234,0.0068317241918914124,1.25234,0.0068317241918914124,0.0617422,0.0003368149055723081,37.8856,"0.153**2 + Matern(len_scale=[2.45, 4.33, 0.862], nu=2.5)"
"Matern 2.5, x:none, y:none",1.25234,0.006831727166553444,1.25234,0.006831727166553444,0.0617423,0.00033681513415954417,37.8856,"0.153**2 + Matern(len_scale=[0.725, 1.2, 0.217], nu=2.5)"
"Matern 1.5 + WhiteK, x:scaled, y:logshift",1.47986,0.2805688768669909,2.61516,0.014266192330528928,0.0622205,0.0003394240112717137,-5.2977,"1.65**2 * Matern(len_scale=[8.81, 10, 2.07], nu=1.5) + WhiteK(noise=1e-07)"
"Matern 1.5, x:scaled, y:logshift",1.47987,0.28057077937382147,2.61516,0.014266192528065201,0.0622315,0.00033948393632680284,-5.2976,"1.65**2 + Matern(len_scale=[8.81, 10, 2.07], nu=1.5)"
"Linear + RBF, x:scaled, y:logshift",1.11198,0.21082224971434022,1.59602,0.008706563228519027,0.0625251,0.00034108573924793276,-4.18534,"DotProduct(sigma_0=1.62) + 0.795**2 * RBF(len_scale=[1.92, 3.79, 0.737])"
"Matern 0.5, x:none, y:scaled",0.859677,0.8596767446668653,0.859677,0.004689691472724193,0.0625836,0.0003414049793540325,-27.9445,"1.33**2 + Matern(len_scale=[10, 10, 0.149], nu=0.5)"
"Matern 0.5 + WhiteK, x:none, y:scaled",0.859677,0.8596767525284603,0.859677,0.00468969151561061,0.0625837,0.00034140509871696595,-27.9446,"1.33**2 * Matern(len_scale=[10, 10, 0.149], nu=0.5) + WhiteK(noise=1e-07)"
"Ridge + RQ + WhiteK, x:none, y:logshift-scaled",1.17415,1.1741500332952695,1.48872,0.008121241112635565,0.0628033,0.0003426030978971827,-30.2764,"DotProduct(sigma_0=1.22e-05) + 1.31**2 * RationalQuadratic(α=1e+05, len_scale=0.297) + WhiteK(noise=1e-07)"
"Matern 1.5 + WhiteK, x:scaled, y:none",1.00622,0.005489124964432613,1.00622,0.005489124964432613,0.0628662,0.00034294629566385284,40.0121,"0.188**2 * Matern(len_scale=[9.46, 9.89, 0.83], nu=1.5) + WhiteK(noise=2.46e-05)"
"Matern 1.5 + WhiteK, x:scaled, y:logshift-scaled",1.0909,1.0908977005133107,1.32518,0.007229081407859613,0.0629332,0.00034331181424208154,-22.4075,"1.33**2 * Matern(len_scale=[10, 10, 0.34], nu=1.5) + WhiteK(noise=0.000505)"
"Linear + RBF, x:none, y:none",0.938665,0.005120588432313872,0.938665,0.005120588432313872,0.0641486,0.0003499424377222433,34.8173,"DotProduct(sigma_0=9.05e-07) + 0.0927**2 * RBF(len_scale=[0.344, 0.565, 0.138])"
"Matern 0.5 + WhiteK, x:none, y:logshift",1.28101,0.24286840329118853,1.86655,0.01018237413955041,0.0642831,0.0003506761529592965,-10.0599,"0.912**2 * Matern(len_scale=[10, 10, 0.437], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:none, y:logshift",1.28101,0.24286845144812363,1.86655,0.010182377319220507,0.0642832,0.0003506762221485755,-10.0599,"0.912**2 + Matern(len_scale=[10, 10, 0.437], nu=0.5)"
"RBF + WhiteK, x:scaled, y:logshift-scaled",1.22097,1.220966019049096,3.31704,0.018095033252336752,0.0645307,0.00035202647217471287,-20.43,"2.62**2 * RBF(len_scale=[10, 5.61, 0.504]) + WhiteK(noise=0.0018)"
"Rational Quad + WhiteK, x:scaled, y:power",0.610694,0.0003540632652800494,0.792891,0.0043253650990275234,0.0653075,0.00035626416382880855,64.6336,"0.0731**2 * RationalQuadratic(α=0.0409, len_scale=1.69) + WhiteK(noise=1e-07)"
"Rational Quad, x:scaled, y:power",0.610706,0.0003540704664787929,0.792831,0.004325033561009351,0.0653104,0.00035628008107160765,64.6347,"0.0731**2 + RationalQuadratic(α=0.0409, len_scale=1.69)"
"RBF, x:scaled, y:logshift-scaled",1.18937,1.1893674054599468,1.72015,0.009383750383165438,0.0653814,0.00035666744758049124,-21.8975,"1.55**2 + RBF(len_scale=[1.49, 4.26, 0.658])"
"RBF + WhiteK, x:scaled, y:logshift",1.52727,0.28955633168443373,7.69438,0.04197425020449409,0.0655773,0.0003577357873670401,-2.37742,"1.96**2 * RBF(len_scale=[10, 7.27, 0.627]) + WhiteK(noise=0.000311)"
"Linear + RBF, x:scaled, y:none",0.93849,0.0051196331186935465,0.93849,0.0051196331186935465,0.0659684,0.0003598697130734103,31.1028,"DotProduct(sigma_0=0.13) + 0.0901**2 * RBF(len_scale=[1.15, 2.07, 0.541])"
"Ridge + RQ + WhiteK, x:scaled, y:pow-scaled",0.668291,0.668291037807453,0.813487,0.0044377158685998605,0.0661801,0.0003610245430804482,-36.0303,"DotProduct(sigma_0=0.214) + 0.988**2 * RationalQuadratic(α=1e+05, len_scale=0.667) + WhiteK(noise=3.38e-07)"
"Linear + RBF, x:scaled, y:power",0.524778,0.0003042514861080431,0.715856,0.0039051260942919,0.0662368,0.00036133362367019066,53.2903,"DotProduct(sigma_0=0.0613) + 0.0234**2 * RBF(len_scale=[0.73, 1.21, 0.443])"
"Linear + RBF, x:scaled, y:scaled",0.928449,0.9284491666429813,0.928449,0.005064857420739875,0.0675879,0.00036870434974584234,-30.6671,"DotProduct(sigma_0=0.417) + 1.14**2 * RBF(len_scale=[1.1, 1.99, 0.509])"
"Linear + RBF, x:none, y:scaled",0.845975,0.8459750692067322,0.845975,0.004614946365373033,0.0688083,0.00037536147580823754,-28.7786,"DotProduct(sigma_0=9.05e-07) + 1.12**2 * RBF(len_scale=[0.315, 0.59, 0.124])"
"Matern 0.5 + WhiteK, x:none, y:pow-scaled",0.494827,0.49482687192095653,0.776808,0.004237624953587812,0.0688304,0.0003754822448044036,-30.4184,"0.959**2 * Matern(len_scale=[1.47, 0.83, 0.0842], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:none, y:pow-scaled",0.494827,0.49482655955180954,0.776808,0.0042376255659778515,0.0688304,0.0003754824147245838,-30.4184,"0.959**2 + Matern(len_scale=[1.47, 0.83, 0.0842], nu=0.5)"
"Matern 0.5, x:scaled, y:pow-scaled",0.494826,0.49482648910995936,0.776808,0.0042376254806661484,0.0688304,0.0003754824781273995,-30.4184,"0.959**2 + Matern(len_scale=[4.95, 2.99, 0.334], nu=0.5)"
"Matern 0.5 + WhiteK, x:scaled, y:pow-scaled",0.494827,0.4948268134814007,0.776809,0.0042376307930281866,0.068831,0.00037548547097739494,-30.4184,"0.959**2 * Matern(len_scale=[4.95, 2.99, 0.334], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:scaled, y:scaled",0.830876,0.8308755059681401,0.830876,0.0045325755284262624,0.0705162,0.00038467878606440265,-29.4577,"1.06**2 + Matern(len_scale=[10, 10, 0.323], nu=0.5)"
"Matern 0.5 + WhiteK, x:scaled, y:scaled",0.830876,0.830875890438776,0.830876,0.004532577625782824,0.0705164,0.00038467957474248854,-29.4577,"1.06**2 * Matern(len_scale=[10, 10, 0.323], nu=0.5) + WhiteK(noise=1e-07)"
"Rational Quad, x:none, y:none",0.932972,0.005089527902649634,0.932972,0.005089527902649634,0.0713091,0.0003890041503241907,35.7614,"0.167**2 + RationalQuadratic(α=0.218, len_scale=0.451)"
"Rational Quad + WhiteK, x:none, y:none",0.93295,0.0050894106203096656,0.93295,0.0050894106203096656,0.07132,0.00038906340172980875,35.7608,"0.167**2 * RationalQuadratic(α=0.217, len_scale=0.451) + WhiteK(noise=1e-07)"
"Matern 1.5 + WhiteK, x:none, y:logshift",1.25463,0.237867766677295,2.45325,0.013382903337512898,0.0732852,0.0003997841058442717,-2.15723,"2.07**2 * Matern(len_scale=[7, 10, 0.345], nu=1.5) + WhiteK(noise=9.53e-05)"
"Rational Quad, x:scaled, y:none",0.955269,0.005211164790699273,0.955269,0.005211164790699273,0.0744661,0.0004062257454465943,36.2873,"0.169**2 + RationalQuadratic(α=0.202, len_scale=1.7)"
"Rational Quad + WhiteK, x:scaled, y:none",0.955232,0.005210960410109601,0.955232,0.005210960410109601,0.0744707,0.0004062508970840639,36.2865,"0.169**2 * RationalQuadratic(α=0.202, len_scale=1.7) + WhiteK(noise=1e-07)"
"Matern 0.5, x:none, y:none",0.974761,0.0053174995359502545,0.974761,0.0053174995359502545,0.0747257,0.0004076421860737562,40.0216,"0.129**2 + Matern(len_scale=[10, 10, 0.299], nu=0.5)"
"Matern 0.5 + WhiteK, x:none, y:none",0.974762,0.005317499874573933,0.974762,0.005317499874573933,0.0747293,0.00040766170609747115,40.0209,"0.129**2 * Matern(len_scale=[10, 10, 0.299], nu=0.5) + WhiteK(noise=1e-07)"
"RBF, x:scaled, y:logshift",1.7289,0.32778505393007995,5.63455,0.030737467650714726,0.0750494,0.0004094079891167874,-5.99039,"1.47**2 + RBF(len_scale=[2.1, 5.66, 0.858])"
"Rational Quad + WhiteK, x:none, y:power",0.633511,0.0003672919988428137,0.810179,0.004419675009313106,0.0753325,0.00041095209843544704,64.0177,"0.0725**2 * RationalQuadratic(α=0.0422, len_scale=0.444) + WhiteK(noise=1e-07)"
"Rational Quad, x:none, y:power",0.633514,0.00036729399491980175,0.810133,0.0044194234675805815,0.0753343,0.00041096237083873777,64.0186,"0.0725**2 + RationalQuadratic(α=0.0422, len_scale=0.444)"
"Rational Quad, x:none, y:scaled",0.923082,0.9230819237186648,0.923082,0.005035578143929891,0.0755378,0.00041207225902527826,-32.4278,"1.15**2 + RationalQuadratic(α=1e+05, len_scale=0.234)"
"Rational Quad + WhiteK, x:none, y:scaled",0.923082,0.923082045604428,0.923082,0.005035578808838685,0.0755382,0.0004120746584867177,-32.4278,"1.15**2 * RationalQuadratic(α=1e+05, len_scale=0.234) + WhiteK(noise=1e-07)"
"Matern 2.5, x:none, y:logshift",1.72336,0.326733218241573,4.0124,0.02188838977314244,0.0762263,0.0004158284229561694,-4.00146,"1.97**2 + Matern(len_scale=[1.52, 2.91, 0.415], nu=2.5)"
"Ridge + RQ + WhiteK, x:scaled, y:power",0.648793,0.00037615209980928235,0.797803,0.004352157041378947,0.0765765,0.0004177386045433316,51.617,"DotProduct(sigma_0=0.0601) + 0.0245**2 * RationalQuadratic(α=1e+05, len_scale=0.694) + WhiteK(noise=1e-07)"
"Locally Periodic, x:scaled, y:power",1.19123,0.0006906426984119835,1.12133,0.006117060540809655,0.07682,0.0004190668722582518,55.6312,"0.0548**2 * RBF(len_scale=[4.59e+03, 87.9, 125]) + ExpSineSquared(len_scale=6.7e-05, periodicity=9.84e+04)"
"Matern 0.5 + WhiteK, x:scaled, y:none",1.00211,0.005466700663270335,1.00211,0.005466700663270335,0.0770744,0.0004204544860508079,36.7344,"0.113**2 * Matern(len_scale=[10, 10, 1.03], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:scaled, y:none",1.00212,0.005466724331869136,1.00212,0.005466724331869136,0.0770747,0.0004204566315646049,36.7347,"0.113**2 + Matern(len_scale=[10, 10, 1.03], nu=0.5)"
"Linear + RBF, x:none, y:logshift",1.08432,0.20557753289117175,1.47104,0.00802476423345133,0.0772945,0.00042165555817544353,-3.49317,"DotProduct(sigma_0=9.05e-07) + 0.857**2 * RBF(len_scale=[0.559, 1.03, 0.189])"
"Matern 2.5 + WhiteK, x:none, y:scaled",0.895865,0.8958654485972857,0.895865,0.004887107370367438,0.0774243,0.00042236331297664306,-27.1547,"1.5**2 * Matern(len_scale=[10, 1.2, 0.0967], nu=2.5) + WhiteK(noise=0.02)"
"RBF, x:scaled, y:scaled",0.855018,0.855017932545909,0.855018,0.00466427681353722,0.0791965,0.00043203129261608873,-28.8597,"1.23**2 + RBF(len_scale=[1.06, 2.25, 0.514])"
"Rational Quad + WhiteK, x:none, y:pow-scaled",0.663102,0.6631015318991847,0.875309,0.0047749671469199005,0.0792705,0.0004324350860521319,-33.2227,"0.97**2 * RationalQuadratic(α=1e+05, len_scale=0.169) + WhiteK(noise=1e-07)"
"Rational Quad, x:none, y:pow-scaled",0.663101,0.6631014666133103,0.875309,0.0047749669449568925,0.0792707,0.0004324358712453739,-33.2227,"0.97**2 + RationalQuadratic(α=1e+05, len_scale=0.169)"
"Rational Quad + WhiteK, x:scaled, y:pow-scaled",0.661112,0.661111716938641,0.878206,0.0047907736979861636,0.0793462,0.00043284801472094213,-32.9314,"0.963**2 * RationalQuadratic(α=1e+05, len_scale=0.618) + WhiteK(noise=1e-07)"
"Rational Quad, x:scaled, y:pow-scaled",0.661112,0.6611116653542205,0.878206,0.004790773471068432,0.0793463,0.000432848162648589,-32.9314,"0.963**2 + RationalQuadratic(α=1e+05, len_scale=0.618)"
"Matern 1.5 + WhiteK, x:none, y:none",0.991592,0.0054093119193897865,0.991592,0.0054093119193897865,0.0793753,0.0004330064417862785,40.6047,"0.197**2 * Matern(len_scale=[10, 2.44, 0.211], nu=1.5) + WhiteK(noise=8.56e-05)"
"Matern 2.5, x:scaled, y:logshift",1.71606,0.32534989448829205,3.93986,0.021492650146821196,0.0794873,0.0004336174847673749,-4.00888,"1.93**2 + Matern(len_scale=[5.09, 10, 1.64], nu=2.5)"
"Locally Periodic, x:scaled, y:scaled",0.818886,0.8188856506444444,0.818886,0.00446716870822372,0.0800764,0.0004368311537458512,-31.5294,"1.01**2 * RBF(len_scale=[1.65, 1.19e+04, 0.031]) + ExpSineSquared(len_scale=4.41, periodicity=1.25e+04)"
"RBF, x:none, y:none",1.24453,0.006789140072992795,1.24453,0.006789140072992795,0.0804505,0.00043887187330375474,36.4334,"0.143**2 + RBF(len_scale=[0.372, 0.8, 0.164])"
"RBF, x:scaled, y:none",1.24453,0.006789137897067772,1.24453,0.006789137897067772,0.0804509,0.00043887426243444577,36.4334,"0.143**2 + RBF(len_scale=[1.25, 2.88, 0.652])"
"Ridge + RQ + WhiteK, x:none, y:scaled",0.914592,0.9145922124863782,0.914592,0.0049892652401332775,0.0808581,0.0004410955600930077,-32.5828,"DotProduct(sigma_0=1e-07) + 1.07**2 * RationalQuadratic(α=1e+05, len_scale=0.23) + WhiteK(noise=1e-07)"
"Matern 2.5 + WhiteK, x:scaled, y:scaled",0.884823,0.884822656500936,0.884823,0.0048268669506392236,0.0810854,0.00044233554721836895,-27.4557,"1.32**2 * Matern(len_scale=[10, 3.8, 0.327], nu=2.5) + WhiteK(noise=0.0148)"
"Matern 2.5 + WhiteK, x:none, y:logshift",1.34288,0.2545989274468572,3.28432,0.017916575112104698,0.0828328,0.0004518680327348461,-1.51378,"2.43**2 * Matern(len_scale=[10, 3.79, 0.289], nu=2.5) + WhiteK(noise=0.000426)"
"Locally Periodic, x:scaled, y:pow-scaled",0.607418,0.6074184618632804,0.862499,0.0047050847772500915,0.0830995,0.00045332256228636735,-31.8284,"0.954**2 * RBF(len_scale=[0.894, 1.19e+04, 0.439]) + ExpSineSquared(len_scale=0.0542, periodicity=123)"
"Ridge + RQ + WhiteK, x:none, y:power",0.65244,0.000378266486345211,0.790081,0.004310034699107488,0.0842156,0.00045941141450459786,55.0203,"DotProduct(sigma_0=0.0616) + 0.0248**2 * RationalQuadratic(α=1e+05, len_scale=0.19) + WhiteK(noise=1e-07)"
"Rational Quad, x:scaled, y:scaled",0.93519,0.9351899765964841,0.93519,0.005101629753077941,0.0851176,0.0004643318192376277,-32.0666,"1.15**2 + RationalQuadratic(α=1e+05, len_scale=0.86)"
"Rational Quad + WhiteK, x:scaled, y:scaled",0.935188,0.9351881677215891,0.935188,0.0051016198853396045,0.0851185,0.00046433650844787216,-32.0666,"1.15**2 * RationalQuadratic(α=1e+05, len_scale=0.86) + WhiteK(noise=1e-07)"
"Locally Periodic + WhiteK, x:none, y:pow-scaled",0.692412,0.6924120444168742,0.897872,0.004898053358102981,0.0869508,0.0004743324971374803,-33.1496,"1.04**2 * RBF(len_scale=[405, 4.14, 512]) * ExpSineSquared(len_scale=0.667, periodicity=1.63) + WhiteK(noise=0.000236)"
"RBF, x:scaled, y:pow-scaled",0.574101,0.5741008808226122,0.861396,0.004699069520326219,0.0895842,0.0004886977853406539,-31.6488,"0.892**2 + RBF(len_scale=[0.648, 1.37, 0.166])"
"RBF + WhiteK, x:none, y:power",0.749229,0.00043438234785389936,0.823601,0.004492894039434285,0.0951556,0.0005190908658387487,61.77,"0.0649**2 * RBF(len_scale=[10, 10, 0.103]) + WhiteK(noise=0.000146)"
"Locally Periodic, x:none, y:logshift",1.53266,0.2905794713249612,3.80699,0.020767811124936336,0.0990395,0.0005402782117670357,-13.4263,"1.19**2 * RBF(len_scale=[4.59e+03, 206, 124]) + ExpSineSquared(len_scale=0.00102, periodicity=2.51e+03)"
"Ridge + RQ + WhiteK, x:none, y:pow-scaled",0.633112,0.6331122247522847,0.813522,0.0044379113926278375,0.0997001,0.0005438821457985048,-34.2065,"DotProduct(sigma_0=1.55e-05) + 0.966**2 * RationalQuadratic(α=1e+05, len_scale=0.176) + WhiteK(noise=1e-07)"
"RBF + WhiteK, x:none, y:logshift-scaled",1.20777,1.2077692254264163,2.21607,0.01208905941667474,0.103991,0.0005672886786479643,-18.9823,"1.67**2 * RBF(len_scale=[10, 10, 0.0705]) + WhiteK(noise=0.0134)"
"Matern 2.5 + WhiteK, x:none, y:logshift-scaled",1.13567,1.135666159030033,1.66141,0.009063306530633378,0.11042,0.0006023635277155283,-20.6682,"1.73**2 * Matern(len_scale=[10, 10, 0.1], nu=2.5) + WhiteK(noise=0.014)"
"Locally Periodic + WhiteK, x:none, y:none",1.07049,0.005839693770399446,1.07049,0.005839693770399446,0.122719,0.0006694549323305997,31.7848,"0.118**2 * RBF(len_scale=[2.69e+04, 0.0357, 1e+05]) * ExpSineSquared(len_scale=6.16, periodicity=0.0441) + WhiteK(noise=0.000366)"
"Periodic, x:none, y:none",2.37003,0.0129289581022393,2.37003,0.0129289581022393,0.124688,0.00068019506788793,20.3905,"0.114**2 + ExpSineSquared(len_scale=6.04e-07, periodicity=0.0298)"
"Periodic, x:scaled, y:none",2.37003,0.0129289581022393,2.37003,0.0129289581022393,0.124688,0.00068019506788793,20.3905,"0.114**2 + ExpSineSquared(len_scale=6.04e-07, periodicity=0.0298)"
"Periodic + WhiteK, x:scaled, y:none",2.31054,0.012604386057015695,2.31054,0.012604386057015695,0.130741,0.0007132131887383447,21.0782,"0.105**2 * ExpSineSquared(len_scale=0.00158, periodicity=0.000286) + WhiteK(noise=2.14e-05)"
"Locally Periodic + WhiteK, x:scaled, y:none",0.247381,0.0013495054376692888,0.247381,0.0013495054376692888,0.152788,0.0008334851297958108,33.1737,"0.135**2 * RBF(len_scale=[2.69e+04, 0.146, 290]) * ExpSineSquared(len_scale=5.37, periodicity=0.0711) + WhiteK(noise=1.95e-05)"
"Linear + RBF, x:none, y:pow-scaled",0.588991,0.5889905583917207,0.821169,0.004479627385184705,0.18676,0.0010188117357120665,-33.4953,"DotProduct(sigma_0=0.000204) + 0.885**2 * RBF(len_scale=[0.275, 10, 0.00522])"
"Linear + RBF, x:none, y:logshift-scaled",0.996365,0.9963647349377512,1.07768,0.005878948516191286,0.18716,0.0010209925015694519,-28.5636,"DotProduct(sigma_0=0.00021) + 0.974**2 * RBF(len_scale=[0.711, 10, 0.0137])"
"Linear + RBF, x:none, y:power",0.659243,0.000382210834454099,0.836395,0.004562685257829193,0.211134,0.001151774742167012,55.0211,"DotProduct(sigma_0=0.0533) + 0.022**2 * RBF(len_scale=[0.273, 10, 0.00554])"
"Periodic, x:none, y:logshift-scaled",0.9861,0.9860997611762335,1.13571,0.006195518567628007,0.23943,0.0013061341121717335,-34.0925,"1.18**2 + ExpSineSquared(len_scale=0.00549, periodicity=2.35e-07)"
"RBF, x:none, y:pow-scaled",0.77807,0.7780700372760431,0.943154,0.005145076237599438,0.249716,0.0013622449045144357,-34.6722,"0.983**2 + RBF(len_scale=[0.22, 0.0142, 1.8])"
"Matern 2.5, x:none, y:pow-scaled",0.780787,0.7807873113694508,0.945199,0.005156231336531242,0.252687,0.0013784553074721155,-34.648,"0.98**2 + Matern(len_scale=[0.252, 0.0164, 2.25], nu=2.5)"
"Locally Periodic + WhiteK, x:none, y:scaled",0.924705,0.9247046750506925,0.924705,0.005044430544708874,0.253395,0.0013823178623795934,-34.2569,"1.17**2 * RBF(len_scale=[2.69e+04, 0.0275, 1e+05]) * ExpSineSquared(len_scale=2.88, periodicity=0.0478) + WhiteK(noise=1e-07)"
"Matern 1.5, x:none, y:pow-scaled",0.782901,0.782901447185279,0.944766,0.005153868504855299,0.255811,0.0013954947992240651,-34.6353,"0.978**2 + Matern(len_scale=[0.279, 0.0175, 2.76], nu=1.5)"
"RBF, x:none, y:power",1.83417,0.0010634002124172437,1.06569,0.005813518624184762,0.268239,0.0014632920903838399,53.6219,"0.0586**2 + RBF(len_scale=[0.319, 0.0798, 4.44])"
"Matern 1.5, x:none, y:scaled",0.972188,0.9721878581657095,0.972188,0.005303459860476383,0.293559,0.0016014159369719934,-33.998,"1.09**2 + Matern(len_scale=[0.701, 0.0234, 5.11], nu=1.5)"
"Matern 2.5, x:none, y:scaled",0.974759,0.9747592726595635,0.974759,0.005317487389660435,0.29392,0.00160338558954464,-33.9248,"1.09**2 + Matern(len_scale=[0.572, 0.0225, 3.97], nu=2.5)"
"RBF, x:none, y:scaled",0.980629,0.9806292354549015,0.980629,0.005349509093908318,0.294364,0.0016058093758382936,-33.8648,"1.09**2 + RBF(len_scale=[0.444, 0.0202, 3.08])"
"Linear + RBF + WhiteK, x:scaled, y:power",0.84054,0.00048732149390845155,0.904947,0.004936647314462656,0.308658,0.0016837864963861395,48.7662,"DotProduct(sigma_0=0.0548) + 0.0241**2 * RBF(len_scale=[0.761, 0.0687, 10]) + WhiteK(noise=1e-07)"
"Periodic + WhiteK, x:scaled, y:logshift",1.09718,0.2080162805401058,1.39478,0.007608788106132543,0.342692,0.0018694442215256544,-17.7554,"0.991**2 * ExpSineSquared(len_scale=5.18, periodicity=7.52) + WhiteK(noise=0.152)"
"RBF, x:none, y:logshift-scaled",1.00026,1.0002571997650018,1.25169,0.006828187720106282,0.348863,0.0019031088136052725,-29.911,"1.13**2 + RBF(len_scale=[0.852, 0.0237, 6.01])"
"Locally Periodic, x:none, y:pow-scaled",0.815936,0.8159357759142538,0.938832,0.005121498318751921,0.388904,0.002121538824329829,-35.4678,"0.988**2 * RBF(len_scale=[711, 0.00349, 1.87]) + ExpSineSquared(len_scale=8.4, periodicity=2.63e-05)"
"Locally Periodic, x:none, y:scaled",0.926092,0.9260915064610882,0.926092,0.005051995959825413,0.432255,0.002358026968369832,-35.576,"0.901**2 * RBF(len_scale=[711, 0.00313, 3.52]) + ExpSineSquared(len_scale=8.5, periodicity=0.000274)"
"Locally Periodic + WhiteK, x:scaled, y:logshift-scaled",0.99756,0.9975597759098107,1.04461,0.005698546494111476,0.445788,0.0024318528022556594,-36.3169,"1.02**2 * RBF(len_scale=[0.0384, 0.000144, 3.98e+03]) * ExpSineSquared(len_scale=0.0109, periodicity=1e+05) + WhiteK(noise=0.00357)"
"Locally Periodic + WhiteK, x:none, y:logshift-scaled",0.997381,0.9973812557434909,1.04148,0.005681480368992316,0.445826,0.0024320585119667697,-36.3161,"1.02**2 * RBF(len_scale=[0.0145, 0.0346, 32.9]) * ExpSineSquared(len_scale=711, periodicity=0.00159) + WhiteK(noise=0.00352)"
"Locally Periodic + WhiteK, x:none, y:logshift",1.07817,0.204412592901717,1.24844,0.006810456677303575,0.455343,0.0024839798176673525,-18.892,"1.11**2 * RBF(len_scale=[5.99, 1e+05, 9.96e+04]) * ExpSineSquared(len_scale=1.48e+03, periodicity=0.0182) + WhiteK(noise=0.194)"
"Periodic + WhiteK, x:none, y:logshift-scaled",0.999994,0.9999941255007966,1.03618,0.0056525449217317714,0.468477,0.002555628153451678,-38.3113,"0.0034**2 * ExpSineSquared(len_scale=0.334, periodicity=0.00619) + WhiteK(noise=1)"
"Periodic, x:scaled, y:logshift-scaled",1,0.9999999999999999,1.0362,0.005652665299114588,0.468505,0.0025557787615054666,-38.3113,"1**2 + ExpSineSquared(len_scale=1.46e-07, periodicity=5.74)"
"Periodic + WhiteK, x:scaled, y:logshift-scaled",1,0.9999999999999999,1.0362,0.005652665297524411,0.468505,0.0025557787670673596,-38.3113,"0.995**2 * ExpSineSquared(len_scale=6.04e-07, periodicity=0.0298) + WhiteK(noise=0.00973)"
