Model,Z_SMSE,Z_MSE,Y_SMSE,Y_MSE,Y_SMSE_TOP,Y_MSE_TOP,LML,Kernel_Params
"Ridge + RQ + WhiteK, x:none, y:scaled",0.00252767,0.00252767366292404,0.00252767,0.0037613167553812287,0.00016653,0.000247806010505985,21.0496,"DotProduct(sigma_0=10) + 4.55**2 * RationalQuadratic(α=9.43e+04, len_scale=3.02) + WhiteK(noise=1e-07)"
"Linear + RBF, x:scaled, y:none",0.00065199,0.0009701967397506701,0.00065199,0.0009701967397506701,0.000179054,0.000266442478351009,26.6058,"DotProduct(sigma_0=0.000565) + 1.79**2 * RBF(len_scale=[5.26, 8.19, 4.84, 8.67, 10, 10, 6.23, 10])"
"Locally Periodic, x:none, y:pow-scaled",0.00817303,0.008173025361265091,0.00849657,0.012643355140980979,0.000210521,0.0003132670720821792,31.3561,"2.44**2 * RBF(len_scale=[1.25, 2.11, 1.23, 2.16, 2.56, 3.92e+04, 1.16, 1e+05]) + ExpSineSquared(len_scale=217, periodicity=2.15e+04)"
"Locally Periodic, x:scaled, y:pow-scaled",0.0081729,0.008172900038321136,0.00849643,0.012643159143485154,0.000210537,0.00031329053847087567,31.356,"2.44**2 * RBF(len_scale=[3.8, 7.11, 4.16, 8.31, 8.88, 1e+05, 4.19, 1e+05]) + ExpSineSquared(len_scale=1e+05, periodicity=3.46e+04)"
"Rational Quad + WhiteK, x:none, y:scaled",0.00288527,0.0028852681237215823,0.00288527,0.004293436884952629,0.000214352,0.00031896754085065086,19.6611,"18.5**2 * RationalQuadratic(α=0.163, len_scale=10) + WhiteK(noise=1e-07)"
"Locally Periodic, x:none, y:scaled",0.00844221,0.008442209014646969,0.00844221,0.01256246907383172,0.000220238,0.0003277267795375707,30.634,"2.75**2 * RBF(len_scale=[1.31, 2.21, 1.28, 2.26, 2.76, 6.93e+03, 1.21, 2.82e+04]) + ExpSineSquared(len_scale=7.55e+03, periodicity=24.8)"
"Rational Quad, x:none, y:scaled",0.00258849,0.0025884878317001675,0.00258849,0.0038518115670088094,0.000226306,0.00033675607044602256,19.7924,"18.8**2 + RationalQuadratic(α=0.168, len_scale=10)"
"RBF, x:scaled, y:power",0.00135977,0.009758961838944043,0.00142095,0.0021144456752852387,0.000229516,0.000341531946125419,-5.42506,"3.72**2 + RBF(len_scale=[4.86, 7.69, 4.46, 8.48, 10, 10, 5.85, 10])"
"Locally Periodic, x:none, y:power",0.00154616,0.011096670055057298,0.00164007,0.002440520711807178,0.000238823,0.0003553820794317352,3.55572,"3.71**2 * RBF(len_scale=[1.55, 2.14, 1.25, 2.25, 2.49, 2.22, 1.57, 363]) + ExpSineSquared(len_scale=28.9, periodicity=2.87e+03)"
"Ridge + RQ + WhiteK, x:none, y:pow-scaled",0.00310127,0.0031012698051388686,0.00322681,0.004801665363055211,0.000247618,0.0003684698453937931,21.6584,"DotProduct(sigma_0=10) + 3.7**2 * RationalQuadratic(α=1e+05, len_scale=2.73) + WhiteK(noise=1.61e-07)"
"Linear + RBF + WhiteK, x:scaled, y:power",0.000719966,0.005167131764334282,0.000745456,0.001109278785751009,0.000251392,0.0003740852620320454,-7.43893,"DotProduct(sigma_0=0.000241) + 3.12**2 * RBF(len_scale=[4.65, 7.55, 4.4, 7.62, 10, 9.03, 5.55, 10]) + WhiteK(noise=7.43e-07)"
"Linear + RBF + WhiteK, x:scaled, y:none",0.000767749,0.0011424518564157762,0.000767749,0.0011424518564157762,0.000251528,0.00037428704183260997,26.6153,"DotProduct(sigma_0=0.000387) + 1.78**2 * RBF(len_scale=[5.22, 8.32, 4.86, 8.57, 10, 10, 6.2, 10]) + WhiteK(noise=1e-07)"
"RBF + WhiteK, x:scaled, y:power",0.00139309,0.009998048813053165,0.00145508,0.0021652338949665778,0.000253703,0.0003775235992601826,-5.4539,"3.72**2 * RBF(len_scale=[4.86, 7.7, 4.46, 8.48, 10, 10, 5.84, 10]) + WhiteK(noise=1e-07)"
"Ridge + RQ + WhiteK, x:none, y:none",0.0038482,0.005726328802432857,0.0038482,0.005726328802432857,0.000263646,0.00039232036929118865,12.3989,"DotProduct(sigma_0=1e-07) + 3.24**2 * RationalQuadratic(α=1e+05, len_scale=2.29) + WhiteK(noise=1e-07)"
"Matern 2.5, x:none, y:power",0.00168893,0.012121279847355478,0.00180481,0.002685662327368769,0.000271141,0.0004034723783121094,-3.72169,"4.83**2 + Matern(len_scale=[2.82, 4.14, 2.31, 3.94, 6.26, 4.18, 2.87, 10], nu=2.5)"
"Matern 2.5 + WhiteK, x:none, y:power",0.00169151,0.012139811035771369,0.00180709,0.002689049005585415,0.000278409,0.0004142877439817315,-3.82387,"4.84**2 * Matern(len_scale=[2.82, 4.14, 2.31, 3.94, 6.26, 4.19, 2.88, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:none, y:power",0.00169153,0.012139968420354233,0.00180711,0.002689082911790239,0.000278413,0.00041429316542303626,-3.82388,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + 4.84**2 * Matern(len_scale=[2.82, 4.14, 2.31, 3.94, 6.26, 4.19, 2.88, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Linear + RBF, x:scaled, y:pow-scaled",0.000940862,0.0009408624655187511,0.000980988,0.0014597637159468359,0.000284119,0.00042278526082589746,34.6726,"DotProduct(sigma_0=4.01) + 0.923**2 * RBF(len_scale=[4.06, 6.4, 3.79, 6.6, 9.77, 7.59, 4.87, 10])"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:none, y:power",0.00141808,0.010177427710490069,0.0015119,0.0022497964623800167,0.00030034,0.00044692245093138353,-4.63802,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=1e-07) + 4.93**2 * Matern(len_scale=[2.9, 4.22, 2.38, 3.99, 6.26, 4.23, 2.95, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 2.5, x:none, y:none",0.00198625,0.002955643962659999,0.00198625,0.002955643962659999,0.000300346,0.0004469306205857228,36.3278,"2.54**2 + Matern(len_scale=[3.03, 4.48, 2.46, 4.29, 6.89, 4.58, 3.12, 10], nu=2.5)"
"Ridge + RQ + WhiteK, x:none, y:power",0.00457989,0.03286947081736024,0.00473206,0.007041571625507335,0.000305296,0.0004542976221804429,-27.2837,"DotProduct(sigma_0=0.00299) + 5.52**2 * RationalQuadratic(α=1e+05, len_scale=2.01) + WhiteK(noise=1e-07)"
"Rational Quad, x:none, y:power",0.00548768,0.039384564448176534,0.00567406,0.008443309941212177,0.000308974,0.00045977079626403786,-27.7776,"5.59**2 + RationalQuadratic(α=1e+05, len_scale=1.99)"
"Rational Quad + WhiteK, x:none, y:power",0.00552304,0.03963834494229424,0.00570995,0.008496711525280514,0.000313153,0.0004659892765917377,-27.7964,"5.6**2 * RationalQuadratic(α=1e+05, len_scale=1.99) + WhiteK(noise=1e-07)"
"Linear + RBF, x:scaled, y:scaled",0.00124323,0.0012432343167284314,0.00124323,0.0018500007081476203,0.000314601,0.00046814338179149617,34.1133,"DotProduct(sigma_0=4.38) + 1.01**2 * RBF(len_scale=[4.23, 6.72, 3.92, 6.9, 10, 8.07, 5.09, 10])"
"Periodic + WhiteK, x:none, y:none",0.00485877,0.007230118913608658,0.00485877,0.007230118913608658,0.000316673,0.00047122719677570603,10.8037,"7.63**2 * ExpSineSquared(len_scale=3.08, periodicity=10) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:none, y:none",0.00200166,0.002978585138238589,0.00200166,0.002978585138238589,0.000330023,0.000491091577129043,35.9713,"0.00316**2 * Matern(len_scale=[2.32, 10, 1.97, 10, 10, 10, 10, 10], nu=1.5) + 2.56**2 * Matern(len_scale=[3.04, 4.5, 2.46, 4.31, 6.89, 4.6, 3.13, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 2.5 + WhiteK, x:none, y:none",0.00200171,0.0029786509756790213,0.00200171,0.0029786509756790213,0.000330041,0.0004911184088998286,35.9714,"2.56**2 * Matern(len_scale=[3.04, 4.5, 2.46, 4.31, 6.89, 4.6, 3.13, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Rational Quad + WhiteK, x:none, y:pow-scaled",0.00385933,0.0038593300536919105,0.00399539,0.005945359598697271,0.000347815,0.000517567848211537,20.5057,"14.3**2 * RationalQuadratic(α=0.115, len_scale=9.53) + WhiteK(noise=1.63e-07)"
"Rational Quad, x:none, y:none",0.0057402,0.008541737843741314,0.0057402,0.008541737843741314,0.000361543,0.0005379962679475595,11.526,"3.23**2 + RationalQuadratic(α=1e+05, len_scale=2.22)"
"Linear + RBF + WhiteK, x:scaled, y:pow-scaled",0.00102372,0.0010237217076820159,0.00106738,0.0015883204904157584,0.000366431,0.0005452699980917355,34.7955,"DotProduct(sigma_0=4.29) + 0.972**2 * RBF(len_scale=[4.16, 6.79, 3.95, 6.75, 10, 7.91, 5, 10]) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:none, y:pow-scaled",0.000994093,0.0009940930361609574,0.00104339,0.0015526252038312418,0.000368846,0.0005488629004194197,42.4574,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=8.92) + 2.69**2 * Matern(len_scale=[3.65, 5.35, 3.04, 4.88, 7.85, 5.22, 3.69, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Periodic + WhiteK, x:none, y:scaled",0.00514472,0.005144719264917081,0.00514472,0.007655623847613272,0.000380416,0.000566079626989857,20.1378,"8.14**2 * ExpSineSquared(len_scale=3.77, periodicity=10) + WhiteK(noise=1e-07)"
"Rational Quad + WhiteK, x:none, y:none",0.00584385,0.008695968684802425,0.00584385,0.008695968684802425,0.000380967,0.0005669003477196397,11.3811,"3.24**2 * RationalQuadratic(α=6.71e+04, len_scale=2.22) + WhiteK(noise=1e-07)"
"Locally Periodic + WhiteK, x:scaled, y:scaled",0.00872996,0.008729958648944307,0.00872996,0.012990656278815073,0.000381442,0.0005676069258112946,31.5923,"2.45**2 * RBF(len_scale=[3.77, 7.18, 4.15, 7.86, 9.99, 1e+05, 4.21, 1e+05]) * ExpSineSquared(len_scale=1e+05, periodicity=644) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:none, y:none",0.00148104,0.0022038727772822884,0.00148104,0.0022038727772822884,0.000387191,0.0005761618108138036,33.7313,"0.00316**2 * Matern(len_scale=[10, 4.25, 10, 4.32, 10, 4.09, 1.96, 10], nu=1.5) + DotProduct(sigma_0=1e-07) + 2.71**2 * Matern(len_scale=[3.24, 4.74, 2.65, 4.43, 7, 4.75, 3.31, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Locally Periodic + WhiteK, x:scaled, y:pow-scaled",0.00849616,0.008496161160410543,0.00883307,0.01314409596136487,0.00040019,0.0005955045276320309,32.2551,"2.17**2 * RBF(len_scale=[3.61, 6.81, 3.96, 7.49, 9.19, 1e+05, 4.02, 1e+05]) * ExpSineSquared(len_scale=1e+05, periodicity=155) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:none, y:scaled",0.00138813,0.0013881261888202033,0.00138813,0.002065607744060204,0.000406424,0.0006047815845223166,41.5437,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=8.82) + 2.71**2 * Matern(len_scale=[3.62, 5.33, 2.98, 4.92, 7.85, 5.29, 3.69, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Linear + RBF + WhiteK, x:scaled, y:scaled",0.00136308,0.001363080465042075,0.00136308,0.0020283383362726757,0.000441741,0.0006573351424699136,34.0343,"DotProduct(sigma_0=4.5) + 1.03**2 * RBF(len_scale=[4.26, 6.94, 3.98, 6.92, 10, 8.23, 5.12, 10]) + WhiteK(noise=1e-07)"
"Rational Quad, x:none, y:pow-scaled",0.00383225,0.0038322453939721767,0.0039653,0.005900584882593184,0.000442414,0.0006583365771844869,20.3499,"13.1**2 + RationalQuadratic(α=0.119, len_scale=9)"
"RBF, x:scaled, y:none",0.00183111,0.0027247979218963663,0.00183111,0.0027247979218963663,0.000456314,0.0006790198259754401,30.8963,"2.09**2 + RBF(len_scale=[5.3, 8.4, 4.78, 9.82, 10, 10, 6.51, 10])"
"Rational Quad, x:scaled, y:none",0.00895218,0.013321327843370505,0.00895218,0.013321327843370505,0.000461631,0.0006869316246110527,4.83404,"3.46**2 + RationalQuadratic(α=1e+05, len_scale=7.66)"
"Rational Quad + WhiteK, x:scaled, y:none",0.0091282,0.013583266609221016,0.0091282,0.013583266609221016,0.000481533,0.0007165474514426289,4.70407,"3.47**2 * RationalQuadratic(α=1e+05, len_scale=7.66) + WhiteK(noise=1e-07)"
"RBF + WhiteK, x:scaled, y:none",0.00184372,0.002743558725502779,0.00184372,0.002743558725502779,0.000512346,0.000762399028317934,30.7452,"2.09**2 * RBF(len_scale=[5.3, 8.34, 4.76, 9.96, 10, 10, 6.51, 10]) + WhiteK(noise=1e-07)"
"Matern 2.5, x:none, y:pow-scaled",0.00213452,0.0021345210247515553,0.00225322,0.003352908201954455,0.000536684,0.0007986156556301569,38.5047,"3.31**2 + Matern(len_scale=[3.73, 5.44, 3.08, 4.96, 8.36, 5.42, 3.76, 10], nu=2.5)"
"Rational Quad, x:scaled, y:power",0.00874443,0.06275802020434115,0.009044,0.013457966400632116,0.000553063,0.0008229887410593951,-34.4716,"6.01**2 + RationalQuadratic(α=1e+05, len_scale=6.88)"
"Rational Quad + WhiteK, x:scaled, y:power",0.00878236,0.06303020080681052,0.0090824,0.013515105091537503,0.000553455,0.0008235711436842606,-34.4868,"6.02**2 * RationalQuadratic(α=1e+05, len_scale=6.88) + WhiteK(noise=1e-07)"
"Matern 2.5 + WhiteK, x:none, y:pow-scaled",0.00213573,0.002135727493688779,0.00225081,0.003349334833248435,0.000606058,0.0009018472628678415,38.21,"3.47**2 * Matern(len_scale=[3.82, 5.64, 3.17, 5.08, 8.57, 5.57, 3.86, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:none, y:pow-scaled",0.0021359,0.002135901990630294,0.002251,0.0033496169283852694,0.000606074,0.0009018717365243969,38.21,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + 3.47**2 * Matern(len_scale=[3.81, 5.64, 3.17, 5.08, 8.57, 5.57, 3.86, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Ridge + RQ + WhiteK, x:scaled, y:scaled",0.00497436,0.004974356801989254,0.00497436,0.007402115178477083,0.000607065,0.000903345345707805,8.498,"DotProduct(sigma_0=10) + 4.69**2 * RationalQuadratic(α=6.1e+04, len_scale=10) + WhiteK(noise=1e-07)"
"Matern 2.5, x:none, y:scaled",0.0027488,0.002748801401250978,0.0027488,0.004090366932802701,0.000608494,0.0009054729853556818,37.3371,"3.51**2 + Matern(len_scale=[3.78, 5.57, 3.08, 5.14, 8.62, 5.64, 3.85, 10], nu=2.5)"
"Ridge + RQ + WhiteK, x:scaled, y:pow-scaled",0.00546517,0.005465169072612985,0.0056826,0.008456016701049195,0.00065502,0.0009747063322992189,8.6827,"DotProduct(sigma_0=10) + 4.63**2 * RationalQuadratic(α=3.85e+04, len_scale=10) + WhiteK(noise=3e-07)"
"Matern 2.5 + WhiteK, x:none, y:scaled",0.0027649,0.002764896174251722,0.0027649,0.004114316835928908,0.000687193,0.0010225813698499142,37.0231,"3.63**2 * Matern(len_scale=[3.84, 5.71, 3.15, 5.23, 8.77, 5.75, 3.92, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:none, y:scaled",0.00276492,0.002764924724308883,0.00276492,0.004114359319976588,0.000687212,0.0010226083414786443,37.0231,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + 3.63**2 * Matern(len_scale=[3.84, 5.71, 3.15, 5.23, 8.77, 5.75, 3.92, 10], nu=2.5) + WhiteK(noise=1e-07)"
"RBF, x:none, y:pow-scaled",0.000903436,0.0009034357181893504,0.000920508,0.0013697670009314251,0.000689653,0.0010262420468679406,27.1287,"3.63**2 + RBF(len_scale=[2.09, 2.82, 1.74, 2.58, 3.62, 2.86, 2.05, 10])"
"Matern 2.5, x:scaled, y:power",0.00447863,0.03214274893873277,0.00479186,0.007130542862334694,0.000730923,0.0010876528802411457,-25.7808,"3.27**2 + Matern(len_scale=[6.07, 10, 5.61, 10, 10, 10, 7.53, 10], nu=2.5)"
"Matern 2.5 + WhiteK, x:scaled, y:power",0.00448402,0.03218138999213852,0.00479719,0.007138485491127165,0.000738409,0.0010987935082821113,-25.791,"3.27**2 * Matern(len_scale=[6.07, 10, 5.61, 10, 10, 10, 7.53, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:scaled, y:power",0.00448395,0.03218094267501896,0.00479713,0.007138392946701045,0.000738426,0.0010988181736832946,-25.7911,"0.00316**2 * Matern(len_scale=[2.26, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + 3.27**2 * Matern(len_scale=[6.07, 10, 5.61, 10, 10, 10, 7.53, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 1.5, x:none, y:none",0.0052445,0.007804104572414012,0.0052445,0.007804104572414012,0.000871239,0.0012964507167790432,20.921,"2.45**2 + Matern(len_scale=[3.99, 6.37, 3.2, 6.97, 10, 7.08, 4.26, 10], nu=1.5)"
"Matern 1.5, x:none, y:power",0.00484408,0.03476555174474861,0.00515186,0.007666249195666972,0.000873774,0.0013002233254285388,-18.0797,"4.79**2 + Matern(len_scale=[3.73, 5.98, 3.02, 6.21, 10, 6.39, 3.95, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:none, y:power",0.00484509,0.0347727530218795,0.00515276,0.007667582243027034,0.000876171,0.001303790904707364,-18.0867,"4.8**2 * Matern(len_scale=[3.73, 5.98, 3.02, 6.21, 10, 6.39, 3.95, 10], nu=1.5) + WhiteK(noise=1e-07)"
"Matern 1.5 + WhiteK, x:none, y:none",0.00524873,0.007810401351278138,0.00524873,0.007810401351278138,0.000881541,0.0013117811043807021,20.8906,"2.45**2 * Matern(len_scale=[3.99, 6.37, 3.2, 6.98, 10, 7.08, 4.26, 10], nu=1.5) + WhiteK(noise=1e-07)"
"Ridge + RQ + WhiteK, x:scaled, y:none",0.00803332,0.011954012602133548,0.00803332,0.011954012602133548,0.000893245,0.001329198095463319,0.332156,"DotProduct(sigma_0=0.00637) + 3.08**2 * RationalQuadratic(α=1e+05, len_scale=7.34) + WhiteK(noise=1e-07)"
"Ridge + RQ + WhiteK, x:scaled, y:power",0.00858814,0.06163630296313226,0.00885846,0.013181875203081854,0.000919224,0.0013678552829164098,-35.9791,"DotProduct(sigma_0=1.09e-06) + 5.28**2 * RationalQuadratic(α=1e+05, len_scale=6.56) + WhiteK(noise=1.72e-06)"
"Rational Quad, x:scaled, y:scaled",0.0143818,0.014381795419764361,0.0143818,0.02140089873083058,0.00099084,0.0014744237110326226,9.77842,"3.55**2 + RationalQuadratic(α=0.882, len_scale=10)"
"Rational Quad + WhiteK, x:scaled, y:scaled",0.0145696,0.014569568276649517,0.0145696,0.021680315019083005,0.00099799,0.0014850643684035025,9.70238,"3.55**2 * RationalQuadratic(α=0.875, len_scale=10) + WhiteK(noise=1e-07)"
"Rational Quad + WhiteK, x:scaled, y:pow-scaled",0.0129842,0.012984165896317524,0.0134125,0.019958504201973908,0.00108212,0.001610251839223378,11.4546,"3.36**2 * RationalQuadratic(α=0.806, len_scale=10) + WhiteK(noise=1e-07)"
"RBF, x:none, y:scaled",0.00861507,0.008615068004278465,0.00861507,0.012819692711343162,0.00109191,0.0016248289794389245,25.2562,"1.97**2 + RBF(len_scale=[1.2, 1.94, 1.07, 1.9, 2.13, 10, 1.27, 10])"
"Rational Quad, x:scaled, y:pow-scaled",0.0129482,0.01294821439818674,0.0133803,0.019910686691871373,0.00110689,0.0016471057432033444,11.4724,"3.35**2 + RationalQuadratic(α=0.799, len_scale=10)"
"Matern 2.5, x:scaled, y:none",0.00563996,0.008392565148531029,0.00563996,0.008392565148531029,0.00125917,0.0018737159237796704,9.25523,"1.75**2 + Matern(len_scale=[6.59, 10, 6, 10, 10, 10, 8.29, 10], nu=2.5)"
"Matern 2.5 + WhiteK, x:scaled, y:none",0.00565694,0.008417835473626055,0.00565694,0.008417835473626055,0.00128118,0.0019064725177319391,9.20548,"1.76**2 * Matern(len_scale=[6.59, 10, 6, 10, 10, 10, 8.29, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:scaled, y:none",0.00565702,0.00841795455518125,0.00565702,0.00841795455518125,0.00128124,0.001906555107738038,9.20534,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + 1.76**2 * Matern(len_scale=[6.59, 10, 6, 10, 10, 10, 8.29, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:scaled, y:power",0.00431158,0.030943853900197715,0.00458454,0.00682205218297298,0.00132856,0.001976965509007194,-22.8901,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=8.44) + 1.76**2 * Matern(len_scale=[4.36, 7.27, 3.97, 7.56, 10, 8.77, 5.35, 10], nu=2.5) + WhiteK(noise=1e-07)"
"RBF + WhiteK, x:none, y:scaled",0.0098131,0.009813096349212846,0.0098131,0.014602424459242425,0.0013472,0.0020047091148759104,25.3347,"1.8**2 * RBF(len_scale=[1.15, 1.83, 1.01, 1.8, 2.22, 10, 1.17, 10]) + WhiteK(noise=1e-07)"
"RBF, x:scaled, y:pow-scaled",0.00810111,0.008101112646967808,0.00855579,0.012731478844416397,0.00148272,0.0022063610818358666,23.5459,"1.44**2 + RBF(len_scale=[3.76, 6.38, 3.47, 5.8, 10, 8.18, 4.45, 10])"
"Matern 1.5, x:none, y:pow-scaled",0.00700526,0.0070052575834166205,0.00742079,0.011042535417598955,0.00154688,0.0023018379430558827,29.1586,"1.99**2 + Matern(len_scale=[3.8, 6.1, 3.05, 6.47, 10, 7.05, 4.01, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:none, y:pow-scaled",0.00701186,0.0070118574341247845,0.00742625,0.011050659023811514,0.00156758,0.0023326411446685843,29.1178,"1.99**2 * Matern(len_scale=[3.81, 6.1, 3.05, 6.48, 10, 7.06, 4.01, 10], nu=1.5) + WhiteK(noise=1e-07)"
