Model,Z_SMSE,Z_MSE,Y_SMSE,Y_MSE,Y_SMSE_TOP,Y_MSE_TOP,LML,Kernel_Params
"Matern 1.5, x:scaled, y:pow-scaled",0.0193504,0.019350356721216995,0.0210245,0.03128561383547837,0.00162704,0.0024211176687688714,13.4086,"0.802**2 + Matern(len_scale=[4.42, 9.17, 3.99, 10, 10, 10, 5.77, 10], nu=1.5)"
"RBF + WhiteK, x:scaled, y:pow-scaled",0.00822556,0.008225559368310346,0.00867957,0.012915672170327167,0.00162915,0.002424263971183715,23.3444,"1.45**2 * RBF(len_scale=[3.77, 6.43, 3.48, 5.8, 10, 8.23, 4.46, 10]) + WhiteK(noise=1e-07)"
"Matern 1.5 + WhiteK, x:scaled, y:pow-scaled",0.0193525,0.01935253411081604,0.0210262,0.03128820702291065,0.00163448,0.0024321961427631903,13.3966,"0.802**2 * Matern(len_scale=[4.42, 9.17, 3.99, 10, 10, 10, 5.77, 10], nu=1.5) + WhiteK(noise=1e-07)"
"Matern 1.5, x:none, y:scaled",0.0079547,0.0079547043643606,0.0079547,0.011837035472040302,0.00164097,0.002441856643493241,27.9242,"2.04**2 + Matern(len_scale=[3.76, 6.02, 2.97, 6.67, 10, 7.52, 4, 10], nu=1.5)"
"Matern 2.5, x:scaled, y:pow-scaled",0.0106873,0.010687271105166759,0.0115179,0.017139301884263963,0.00165048,0.002456004492818851,23.0849,"1.04**2 + Matern(len_scale=[4.76, 8.11, 4.27, 10, 10, 10, 5.91, 10], nu=2.5)"
"Matern 1.5 + WhiteK, x:none, y:scaled",0.00796047,0.007960469857713415,0.00796047,0.011845614841706952,0.0016599,0.0024700230169659417,27.8851,"2.04**2 * Matern(len_scale=[3.77, 6.02, 2.97, 6.69, 10, 7.52, 4, 10], nu=1.5) + WhiteK(noise=1e-07)"
"Matern 1.5, x:scaled, y:scaled",0.0215025,0.021502488743717282,0.0215025,0.031996880127547894,0.00167946,0.0024991303638418386,11.95,"0.819**2 + Matern(len_scale=[4.38, 9.05, 3.9, 10, 10, 10, 5.77, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:scaled, y:scaled",0.0215041,0.021504089302242305,0.0215041,0.03199926184623507,0.00168615,0.0025090865137178575,11.9387,"0.819**2 * Matern(len_scale=[4.38, 9.05, 3.9, 10, 10, 10, 5.77, 10], nu=1.5) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:scaled, y:none",0.00492378,0.0073268468677410385,0.00492378,0.0073268468677410385,0.00168925,0.002513695371899657,11.6327,"0.00316**2 * Matern(len_scale=[4.08, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=5.49) + 0.832**2 * Matern(len_scale=[4.38, 7.4, 3.97, 7.67, 10, 9.05, 5.41, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:scaled, y:pow-scaled",0.0107334,0.010733390815905876,0.0115631,0.017206587187690192,0.00172707,0.0025699772334862874,23.0233,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + 1.04**2 * Matern(len_scale=[4.75, 8.12, 4.27, 10, 10, 10, 5.91, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 2.5 + WhiteK, x:scaled, y:pow-scaled",0.0107334,0.01073336723856146,0.0115631,0.017206541276751423,0.0017271,0.0025700174386690793,23.0234,"1.04**2 * Matern(len_scale=[4.75, 8.12, 4.27, 10, 10, 10, 5.91, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 2.5, x:scaled, y:scaled",0.0123361,0.012336054794775815,0.0123361,0.018356724713116487,0.00179341,0.0026686936220315163,21.5838,"1.05**2 + Matern(len_scale=[4.68, 8.04, 4.14, 10, 10, 10, 5.89, 10], nu=2.5)"
"Local Sens + Mat 2.5 + WhiteK, x:scaled, y:scaled",0.0123772,0.012377172634940063,0.0123772,0.018417910309747692,0.00186663,0.0027776444757181577,21.5186,"0.00316**2 * Matern(len_scale=[2.46, 10, 4.01, 10, 10, 10, 2.68, 10], nu=1.5) + 1.05**2 * Matern(len_scale=[4.68, 8.04, 4.14, 10, 10, 10, 5.88, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 2.5 + WhiteK, x:scaled, y:scaled",0.0123769,0.01237692173694252,0.0123769,0.018417536959795127,0.00186666,0.0027776871091327597,21.5189,"1.05**2 * Matern(len_scale=[4.68, 8.04, 4.14, 10, 10, 10, 5.88, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:none, y:logshift",0.0989065,0.02451304744364918,0.0339013,0.05044699930268614,0.00187975,0.0027971753662678336,12.7912,"0.508**2 + Matern(len_scale=[1.82, 5.38, 1.48, 10, 10, 10, 3.78, 10], nu=0.5)"
"Matern 0.5 + WhiteK, x:none, y:logshift",0.0989069,0.024513143542755054,0.0339014,0.05044721216745456,0.00187978,0.0027972192553373724,12.791,"0.508**2 * Matern(len_scale=[1.82, 5.38, 1.48, 10, 10, 10, 3.78, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:none, y:logshift-scaled",0.114033,0.11403333586303328,0.040883,0.06083616909128393,0.00192863,0.0028699087631399627,-24.149,"1.02**2 + Matern(len_scale=[1.75, 5.12, 1.42, 10, 10, 10, 3.67, 10], nu=0.5)"
"Matern 0.5 + WhiteK, x:none, y:logshift-scaled",0.114034,0.11403400490332026,0.0408832,0.060836464224426234,0.00192867,0.00286996973252801,-24.1491,"1.02**2 * Matern(len_scale=[1.75, 5.12, 1.42, 10, 10, 10, 3.67, 10], nu=0.5) + WhiteK(noise=1e-07)"
"RBF, x:scaled, y:scaled",0.0100696,0.010069551548170545,0.0100696,0.014984043831629339,0.00197433,0.0029379111296352965,21.9072,"1.5**2 + RBF(len_scale=[3.71, 6.4, 3.33, 5.97, 10, 8.93, 4.46, 10])"
"Matern 0.5 + WhiteK, x:scaled, y:logshift-scaled",0.145661,0.14566059212669022,0.0565633,0.08416921814174907,0.00201994,0.0030057847161359557,-31.5422,"0.796**2 * Matern(len_scale=[2.33, 10, 2.55, 10, 10, 10, 7.5, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:scaled, y:logshift-scaled",0.145661,0.14566055964930086,0.0565633,0.08416923019794548,0.00201996,0.0030058066858444322,-31.5422,"0.796**2 + Matern(len_scale=[2.33, 10, 2.55, 10, 10, 10, 7.5, 10], nu=0.5)"
"Locally Periodic, x:scaled, y:scaled",0.0132281,0.01322809209555244,0.0132281,0.01968412503976896,0.00211523,0.003147582781427958,27.4849,"1.11**2 * RBF(len_scale=[2.64, 5.15, 1.66, 6.31, 12, 1e+05, 2.68, 1e+05]) + ExpSineSquared(len_scale=1e+05, periodicity=5.37e+04)"
"RBF + WhiteK, x:scaled, y:scaled",0.0102157,0.010215728627269426,0.0102157,0.015201563325910706,0.00214752,0.003195627702317182,21.7068,"1.5**2 * RBF(len_scale=[3.71, 6.39, 3.33, 5.97, 10, 8.95, 4.46, 10]) + WhiteK(noise=1e-07)"
"Matern 2.5, x:scaled, y:logshift",0.0445864,0.011050328772345122,0.0172483,0.025666484405401455,0.00219763,0.0032701969280718316,38.7047,"0.561**2 + Matern(len_scale=[3.29, 6.05, 2.33, 10, 10, 10, 5.76, 10], nu=2.5)"
"Matern 2.5 + WhiteK, x:scaled, y:logshift",0.0446049,0.011054894769714326,0.0173115,0.025760411889181704,0.00228801,0.0034046896024026623,38.5602,"0.562**2 * Matern(len_scale=[3.29, 6.03, 2.33, 10, 10, 10, 5.76, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:scaled, y:logshift",0.0446053,0.011054992975935856,0.0173119,0.02576102107278991,0.00228829,0.0034051019344465273,38.5596,"0.00316**2 * Matern(len_scale=[4.24, 10, 4.95, 10, 10, 10, 10, 10], nu=1.5) + 0.562**2 * Matern(len_scale=[3.29, 6.03, 2.33, 10, 10, 10, 5.76, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Locally Periodic + WhiteK, x:scaled, y:logshift",0.0174406,0.004322483611789662,0.0179841,0.026761364408763453,0.00240363,0.00357673973664236,59.949,"0.916**2 * RBF(len_scale=[2.83, 4.81, 1.68, 11.6, 14.6, 2.96e+04, 5.71, 1e+05]) * ExpSineSquared(len_scale=4.16e+04, periodicity=4.91) + WhiteK(noise=1e-07)"
"Matern 2.5, x:none, y:logshift",0.0325826,0.0080752845073764,0.0211803,0.03151749889173249,0.00257358,0.0038296206146854407,51.6595,"1.02**2 + Matern(len_scale=[1.63, 2.57, 0.948, 5.76, 6.69, 10, 2.34, 10], nu=2.5)"
"Matern 2.5 + WhiteK, x:none, y:logshift",0.0326901,0.008101927913461092,0.0211217,0.03143024998650706,0.00280302,0.004171045117201744,51.1778,"1.01**2 * Matern(len_scale=[1.63, 2.54, 0.939, 5.7, 6.58, 10, 2.33, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:none, y:logshift",0.032689,0.008101664186926417,0.0211214,0.03142973376039327,0.00280324,0.004171367952342479,51.1777,"0.00316**2 * Matern(len_scale=[10, 7.13, 6.95, 10, 9.99, 10, 10, 10], nu=1.5) + 1.01**2 * Matern(len_scale=[1.63, 2.54, 0.939, 5.7, 6.58, 10, 2.33, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 0.5 + WhiteK, x:none, y:scaled",0.037868,0.0378679650831847,0.037868,0.05634960463796818,0.00285637,0.004250427480516195,-7.68498,"0.8**2 * Matern(len_scale=[2.55, 6.23, 2, 10, 10, 10, 3.15, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:none, y:scaled",0.0378681,0.03786805465902124,0.0378681,0.056349737931715646,0.00285638,0.004250446355336843,-7.6849,"0.8**2 + Matern(len_scale=[2.55, 6.22, 2, 10, 10, 10, 3.15, 10], nu=0.5)"
"RBF, x:scaled, y:logshift",0.0309506,0.007670809666186487,0.0202277,0.03009987005233498,0.00289354,0.00430574444015101,46.265,"0.667**2 + RBF(len_scale=[2.85, 4.41, 1.57, 10, 10, 10, 4.96, 10])"
"Locally Periodic, x:none, y:logshift",0.0280117,0.0069424468446182015,0.0270516,0.04025428228599919,0.00292326,0.004349965915478088,52.3324,"0.876**2 * RBF(len_scale=[0.843, 1.63, 0.491, 4.13, 9.52e+03, 223, 1.46, 1e+05]) + ExpSineSquared(len_scale=1.67, periodicity=23.7)"
"Matern 0.5 + WhiteK, x:none, y:pow-scaled",0.0347894,0.03478943010022602,0.0377216,0.05613178499143481,0.00296007,0.004404752552256633,-6.57767,"0.785**2 * Matern(len_scale=[2.57, 6.3, 2.02, 10, 10, 10, 3.12, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:none, y:pow-scaled",0.0347894,0.03478943848745438,0.0377216,0.05613179873187186,0.00296008,0.00440476784110181,-6.57759,"0.785**2 + Matern(len_scale=[2.57, 6.3, 2.02, 10, 10, 10, 3.12, 10], nu=0.5)"
"RBF + WhiteK, x:scaled, y:logshift",0.0313574,0.007771646615425235,0.0208508,0.031027076235083308,0.00326671,0.004861041458113892,45.8483,"0.668**2 * RBF(len_scale=[2.84, 4.42, 1.57, 10, 10, 10, 4.92, 10]) + WhiteK(noise=1e-07)"
"Matern 1.5, x:scaled, y:logshift-scaled",0.0756979,0.07569792542052868,0.0290878,0.043284197624360546,0.00329987,0.004910389240763161,-9.2141,"1.04**2 + Matern(len_scale=[3.3, 6.34, 2.55, 10, 10, 10, 6.1, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:scaled, y:logshift-scaled",0.0756971,0.07569710113096674,0.0290891,0.043286164936807967,0.00330144,0.004912717450390159,-9.21904,"1.04**2 * Matern(len_scale=[3.3, 6.34, 2.55, 10, 10, 10, 6.1, 10], nu=1.5) + WhiteK(noise=1e-07)"
"RBF + WhiteK, x:none, y:pow-scaled",0.0108014,0.01080136479044371,0.011085,0.016495050875321902,0.00330207,0.00491366178291495,24.2123,"1.31**2 * RBF(len_scale=[0.999, 1.32, 0.701, 3.45, 1.85, 10, 1.07, 4.49]) + WhiteK(noise=1.1e-06)"
"Matern 1.5, x:none, y:logshift",0.0415327,0.010293489562080762,0.0198467,0.0295330440171381,0.00343836,0.005116464612042037,43.7124,"0.935**2 + Matern(len_scale=[2.04, 3.72, 1.3, 7.46, 10, 10, 2.97, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:none, y:logshift",0.0415385,0.010294932411549235,0.0198718,0.02957039915219538,0.00348238,0.005181968240145708,43.6343,"0.936**2 * Matern(len_scale=[2.04, 3.72, 1.3, 7.47, 10, 10, 2.97, 10], nu=1.5) + WhiteK(noise=1e-07)"
"RBF, x:none, y:logshift",0.0250567,0.0062100778365040705,0.0243456,0.03622760553908091,0.00365872,0.005444371752146125,54.9616,"0.8**2 + RBF(len_scale=[0.871, 1.34, 0.483, 3.66, 3.53, 10, 1.45, 10])"
"Matern 2.5, x:none, y:logshift-scaled",0.0325189,0.032518944280555476,0.0219137,0.032608749304001525,0.00375943,0.005594244449883203,12.9871,"2.68**2 + Matern(len_scale=[1.95, 2.93, 1.08, 7.56, 7.55, 10, 2.74, 10], nu=2.5)"
"RBF + WhiteK, x:none, y:logshift",0.0248413,0.0061566823108169565,0.0242458,0.03607912278654836,0.00385061,0.005729923994438884,54.3168,"0.812**2 * RBF(len_scale=[0.899, 1.33, 0.481, 3.62, 3.6, 10, 1.49, 10]) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:none, y:logshift-scaled",0.0325898,0.03258984244077489,0.0219408,0.032649159259569654,0.00394295,0.005867319573202147,12.8241,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 9.99, 10, 10, 10], nu=1.5) + 2.67**2 * Matern(len_scale=[1.95, 2.91, 1.08, 7.53, 7.5, 10, 2.74, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 2.5 + WhiteK, x:none, y:logshift-scaled",0.0325894,0.03258938524758646,0.0219407,0.03264892564693826,0.00394301,0.005867414215846595,12.8241,"2.67**2 * Matern(len_scale=[1.95, 2.91, 1.08, 7.53, 7.5, 10, 2.74, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:scaled, y:scaled",0.00982264,0.009822638079276604,0.00982264,0.01461662307581642,0.00394813,0.005875039047403873,13.0176,"0.00316**2 * Matern(len_scale=[10, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=5.65e-06) + 0.92**2 * Matern(len_scale=[4.66, 7.77, 4.14, 8.24, 10, 10, 5.7, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:none, y:logshift-scaled",0.0296224,0.02962236688756306,0.0192828,0.028693793653390857,0.00411682,0.0061260525251421415,11.8555,"0.00316**2 * Matern(len_scale=[2.14, 5.47, 0.859, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=2.07) + 2.16**2 * Matern(len_scale=[1.91, 2.84, 1.01, 5.22, 6.52, 10, 2.57, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Locally Periodic + WhiteK, x:scaled, y:logshift-scaled",0.0192203,0.01922027229947076,0.0201959,0.030052583081798836,0.00441751,0.006573503705303047,18.9781,"2.34**2 * RBF(len_scale=[3.15, 5.17, 1.72, 13.7, 17, 1e+05, 5.68, 1.61e+03]) * ExpSineSquared(len_scale=1e+05, periodicity=1e+05) + WhiteK(noise=1e-07)"
"Matern 1.5, x:scaled, y:power",0.0101496,0.07284280814896235,0.0106919,0.015910199833120867,0.00455035,0.006771172298263162,-45.2163,"3.04**2 + Matern(len_scale=[6.66, 10, 5.97, 10, 10, 10, 8.53, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:scaled, y:power",0.0101498,0.07284436055053001,0.0106922,0.015910518955655036,0.00455058,0.006771505212997634,-45.2175,"3.04**2 * Matern(len_scale=[6.66, 10, 5.97, 10, 10, 10, 8.53, 10], nu=1.5) + WhiteK(noise=1e-07)"
"Matern 2.5, x:scaled, y:logshift-scaled",0.0576298,0.05762981997087478,0.0245973,0.03660218126692151,0.00475732,0.007079150988557307,-1.28487,"1.19**2 + Matern(len_scale=[3.43, 5.51, 2.31, 10, 10, 10, 5.72, 10], nu=2.5)"
"Matern 2.5 + WhiteK, x:scaled, y:logshift-scaled",0.0576389,0.05763885277831072,0.0246192,0.03663466997422135,0.00478633,0.007122322821350128,-1.31766,"1.2**2 * Matern(len_scale=[3.43, 5.51, 2.31, 10, 10, 10, 5.72, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Local Sens + Mat 2.5 + WhiteK, x:scaled, y:logshift-scaled",0.0576389,0.05763887605427675,0.0246192,0.0366346818948884,0.0047864,0.007122429844805948,-1.31777,"0.00316**2 * Matern(len_scale=[3.58, 10, 10, 10, 10, 10, 10, 10], nu=1.5) + 1.2**2 * Matern(len_scale=[3.43, 5.51, 2.31, 10, 10, 10, 5.72, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:none, y:power",0.0221709,0.15911881126646868,0.0238687,0.03551797723187318,0.00483588,0.007196051328155905,-69.6001,"3.17**2 + Matern(len_scale=[4.87, 10, 3.85, 10, 10, 10, 5.95, 10], nu=0.5)"
"Matern 0.5 + WhiteK, x:none, y:power",0.022171,0.1591192232221173,0.0238688,0.03551807149463242,0.0048359,0.007196085791971067,-69.6001,"3.17**2 * Matern(len_scale=[4.87, 10, 3.85, 10, 10, 10, 5.95, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 1.5, x:none, y:logshift-scaled",0.0433503,0.04335032461088187,0.020795,0.030944132140235118,0.00488186,0.007264470767981562,5.51076,"2.24**2 + Matern(len_scale=[2.4, 4.15, 1.46, 9.72, 10, 10, 3.39, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:none, y:logshift-scaled",0.0433503,0.04335028402290696,0.020801,0.030952963588571965,0.00489442,0.007283165274328184,5.49254,"2.24**2 * Matern(len_scale=[2.4, 4.14, 1.46, 9.73, 10, 10, 3.4, 10], nu=1.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:scaled, y:scaled",0.0564358,0.056435764544012765,0.0564358,0.0839795064907969,0.00492383,0.007326921474782256,-16.6825,"0.611**2 + Matern(len_scale=[3.43, 9.59, 2.98, 10, 10, 10, 5.18, 10], nu=0.5)"
"Matern 0.5 + WhiteK, x:scaled, y:scaled",0.0564357,0.056435655707660064,0.0564357,0.08397934453634726,0.00492385,0.007326961523693479,-16.6825,"0.611**2 * Matern(len_scale=[3.43, 9.59, 2.98, 10, 10, 10, 5.18, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5 + WhiteK, x:scaled, y:pow-scaled",0.0521266,0.05212658173852126,0.0567034,0.08437775671126001,0.00492687,0.0073314573472851455,-15.6325,"0.599**2 * Matern(len_scale=[3.44, 9.56, 3, 10, 10, 10, 5.12, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Matern 0.5, x:scaled, y:pow-scaled",0.0521267,0.05212669659137037,0.0567035,0.08437795071333462,0.00492691,0.007331504561290173,-15.6325,"0.599**2 + Matern(len_scale=[3.44, 9.56, 3, 10, 10, 10, 5.12, 10], nu=0.5)"
"Locally Periodic, x:scaled, y:logshift-scaled",0.0199744,0.019974409153770436,0.0201685,0.030011804926853257,0.00504086,0.007501080613241474,18.7201,"2.18**2 * RBF(len_scale=[2.93, 5.07, 1.69, 13.8, 14.7, 1.21e+04, 5.36, 2.58e+03]) + ExpSineSquared(len_scale=2.52e+03, periodicity=1.14e+04)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:none, y:logshift",0.0271478,0.006728328586086977,0.0183597,0.027320171380236555,0.00504093,0.007501183954357051,46.177,"0.00316**2 * Matern(len_scale=[2.42, 9.89, 0.797, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=1e-07) + 1.18**2 * Matern(len_scale=[2.06, 3.17, 1.1, 4.67, 7.5, 10, 2.71, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Locally Periodic, x:none, y:logshift-scaled",0.0199765,0.01997653935342523,0.0201728,0.030018277056026926,0.0050432,0.007504559601005821,18.7203,"2.18**2 * RBF(len_scale=[0.966, 1.51, 0.498, 3.6, 4.24, 9.59e+04, 1.48, 675]) + ExpSineSquared(len_scale=23.2, periodicity=2.3e+03)"
"Matern 1.5, x:scaled, y:logshift",0.0583911,0.014471677253796365,0.0203365,0.03026186421998149,0.00532753,0.007927651698319486,29.8261,"0.5**2 + Matern(len_scale=[3.25, 7.02, 2.64, 10, 10, 10, 6.24, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:scaled, y:logshift",0.0583855,0.014470290372355022,0.0203363,0.030261459308301843,0.00533111,0.007932989653775908,29.8033,"0.5**2 * Matern(len_scale=[3.25, 7.01, 2.64, 10, 10, 10, 6.24, 10], nu=1.5) + WhiteK(noise=1e-07)"
"Linear + RBF, x:none, y:logshift",0.0197222,0.004887967056334179,0.0175022,0.026044277724790003,0.00580095,0.008632133805513871,49.3435,"DotProduct(sigma_0=0.000542) + 1.08**2 * RBF(len_scale=[1.28, 1.89, 0.53, 3.66, 4.47, 10, 1.91, 6.28])"
"Linear + RBF + WhiteK, x:none, y:logshift-scaled",0.0236082,0.02360820392642018,0.0192561,0.02865413910757108,0.0061819,0.009199012827102369,15.7767,"DotProduct(sigma_0=0.000206) + 1.29**2 * RBF(len_scale=[0.984, 1.32, 0.449, 2.55, 2.87, 10, 1.38, 10]) + WhiteK(noise=1e-07)"
"Linear + RBF + WhiteK, x:none, y:logshift",0.0203731,0.005049281264992269,0.0190911,0.028408614476078745,0.00635321,0.009453923721043733,48.8246,"DotProduct(sigma_0=0.000704) + 1.06**2 * RBF(len_scale=[1.27, 1.85, 0.528, 3.04, 4.27, 10, 1.9, 10]) + WhiteK(noise=1e-07)"
"Linear + RBF, x:none, y:logshift-scaled",0.024162,0.02416197507451389,0.0189238,0.02815969818747714,0.00637278,0.009483052381190673,15.5651,"DotProduct(sigma_0=0.000466) + 1.33**2 * RBF(len_scale=[0.993, 1.36, 0.453, 3.04, 3.05, 10, 1.41, 5.03])"
"RBF + WhiteK, x:none, y:logshift-scaled",0.0279824,0.02798240873506354,0.0260658,0.03878727034554083,0.00639482,0.009515844637053067,13.792,"1.87**2 * RBF(len_scale=[0.992, 1.32, 0.48, 4.54, 3.64, 10, 1.41, 10]) + WhiteK(noise=1e-07)"
"RBF, x:none, y:logshift-scaled",0.0288841,0.028884052113309997,0.0267816,0.039852441209692696,0.00660939,0.009835139866590443,13.7076,"1.85**2 + RBF(len_scale=[0.948, 1.34, 0.48, 4.63, 3.6, 10, 1.36, 10])"
"Matern 0.5, x:none, y:none",0.024548,0.03652879931299526,0.024548,0.03652879931299526,0.00697914,0.010385338663845587,-34.6658,"1.67**2 + Matern(len_scale=[5.65, 10, 4.38, 10, 10, 10, 6.87, 10], nu=0.5)"
"Matern 0.5 + WhiteK, x:none, y:none",0.0245481,0.03652886900731989,0.0245481,0.03652886900731989,0.00697914,0.010385348944554574,-34.6659,"1.67**2 * Matern(len_scale=[5.65, 10, 4.38, 10, 10, 10, 6.87, 10], nu=0.5) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:scaled, y:pow-scaled",0.0153522,0.015352225452099737,0.0160377,0.023864912071242635,0.00712345,0.010600080586146728,8.20027,"0.608**2 * Matern(len_scale=[4.15, 7.57, 3.57, 10, 10, 10, 5.25, 10], nu=1.5) + DotProduct(sigma_0=4.31e-07) + 0.00316**2 * Matern(len_scale=[5.26, 8.21, 3.99, 6.02, 10, 8.33, 7.03, 8.12], nu=2.5) + WhiteK(noise=1e-07)"
"Matern 1.5, x:scaled, y:none",0.0132598,0.01973125769804572,0.0132598,0.01973125769804572,0.0074291,0.011054907069653565,-11.229,"1.66**2 + Matern(len_scale=[7.46, 10, 6.53, 10, 10, 10, 9.66, 10], nu=1.5)"
"Matern 1.5 + WhiteK, x:scaled, y:none",0.0132609,0.019732952398804866,0.0132609,0.019732952398804866,0.00743014,0.011056449105665011,-11.2331,"1.66**2 * Matern(len_scale=[7.46, 10, 6.53, 10, 10, 10, 9.66, 10], nu=1.5) + WhiteK(noise=1e-07)"
"RBF, x:scaled, y:logshift-scaled",0.0427237,0.042723740144052814,0.0268903,0.040014212626199315,0.00800747,0.0119155484931494,5.16525,"1.31**2 + RBF(len_scale=[2.76, 3.73, 1.47, 10, 10, 10, 4.37, 10])"
"RBF + WhiteK, x:scaled, y:logshift-scaled",0.0426972,0.0426972412604041,0.0269182,0.040055811457966876,0.00816538,0.012150528228323177,5.05424,"1.32**2 * RBF(len_scale=[2.77, 3.72, 1.47, 10, 10, 10, 4.39, 10]) + WhiteK(noise=1e-07)"
"Linear + RBF, x:scaled, y:logshift-scaled",0.0245335,0.02453353137860903,0.0134363,0.0199939690881091,0.00913986,0.013600613615495305,4.10615,"DotProduct(sigma_0=2.39) + 1.16**2 * RBF(len_scale=[3.21, 4.81, 1.5, 10, 10, 10, 4.85, 10])"
"Linear + RBF + WhiteK, x:scaled, y:logshift-scaled",0.024586,0.02458595560919003,0.0135485,0.02016085047154844,0.00937081,0.013944272681914572,3.93985,"DotProduct(sigma_0=2.39) + 1.16**2 * RBF(len_scale=[3.22, 4.79, 1.5, 10, 10, 10, 4.85, 10]) + WhiteK(noise=1e-07)"
"Linear + RBF, x:scaled, y:logshift",0.0244666,0.0060638086807562885,0.013751,0.02046216942321604,0.00943657,0.014042126094079567,37.0809,"DotProduct(sigma_0=0.000257) + 0.542**2 * RBF(len_scale=[3.04, 4.61, 1.45, 10, 10, 10, 4.61, 10])"
"Linear + RBF + WhiteK, x:scaled, y:logshift",0.0245495,0.006084365013483272,0.0140513,0.020909084241048852,0.0100689,0.014983061021530545,36.5958,"DotProduct(sigma_0=0.000224) + 0.547**2 * RBF(len_scale=[3.06, 4.6, 1.46, 10, 10, 10, 4.63, 10]) + WhiteK(noise=1e-07)"
"Local Sens + Ridge + Mat 2.5 + WhiteK, x:scaled, y:logshift",0.0328379,0.008138559325873113,0.0149105,0.022187588172059736,0.0122903,0.01828868361295272,29.0774,"0.00316**2 * Matern(len_scale=[3.52, 10, 2.49, 10, 10, 10, 10, 10], nu=1.5) + DotProduct(sigma_0=0.0013) + 0.474**2 * Matern(len_scale=[3.52, 6.22, 2.27, 10, 10, 10, 5.5, 10], nu=2.5) + WhiteK(noise=1e-07)"
"Periodic + WhiteK, x:none, y:pow-scaled",0.0753608,0.07536078480439429,0.0789403,0.11746745907501971,0.0167339,0.02490089364577823,-33.0472,"1.41**2 * ExpSineSquared(len_scale=1.38, periodicity=10) + WhiteK(noise=0.208)"
"Rational Quad + WhiteK, x:scaled, y:logshift-scaled",0.159586,0.15958583668496684,0.096397,0.14344400503371776,0.0209284,0.031142544657848516,-25.4911,"3.14**2 * RationalQuadratic(α=0.189, len_scale=7.72) + WhiteK(noise=1e-07)"
"Rational Quad, x:scaled, y:logshift-scaled",0.159581,0.15958110564148884,0.0963875,0.14342992599097346,0.0209372,0.031155667450816958,-25.484,"3.14**2 + RationalQuadratic(α=0.189, len_scale=7.72)"
"Rational Quad + WhiteK, x:none, y:logshift-scaled",0.133574,0.13357401633745544,0.078642,0.11702363601967887,0.0216809,0.03226231314512387,-21.468,"3.41**2 * RationalQuadratic(α=0.161, len_scale=2.47) + WhiteK(noise=1e-07)"
