Model,Z_SMSE,Z_MSE,Y_SMSE,Y_MSE,Y_SMSE_TOP,Y_MSE_TOP,LML,Kernel_Params
"Locally Periodic + WhiteK, x:none, y:scaled",0.96741,0.967410351919224,0.96741,0.4166530553586114,1.4606,0.6290627471397379,-44.9049,"0.91**2 * RBF(len_scale=[1e+05, 1e+05, 28.3, 1e-05, 81.3]) * ExpSineSquared(len_scale=0.0746, periodicity=2.36e+04) + WhiteK(noise=0.176)"
"Periodic + WhiteK, x:none, y:logshift",1.00757,0.2564781583149979,1.00376,0.4323080115247314,1.46898,0.6326720817411317,-25.1796,"0.528**2 * ExpSineSquared(len_scale=7.37, periodicity=8.09) + WhiteK(noise=0.247)"
"Locally Periodic + WhiteK, x:none, y:pow-scaled",0.974129,0.9741291567850493,0.968356,0.4170605023706173,1.47288,0.6343532683684514,-45.0677,"0.86**2 * RBF(len_scale=[1e+05, 1e+05, 28.3, 1e-05, 81.3]) * ExpSineSquared(len_scale=0.0746, periodicity=2.36e+04) + WhiteK(noise=0.264)"
"Periodic, x:scaled, y:scaled",0.924771,0.9247708042494245,0.924771,0.3982886686425857,1.54424,0.6650881998716784,-45.1967,"1.18**2 + ExpSineSquared(len_scale=0.00549, periodicity=2.35e-07)"
"Periodic + WhiteK, x:scaled, y:pow-scaled",0.999595,0.9995952294592327,0.999592,0.4305134327424116,1.56696,0.6748713702453117,-45.4028,"0.0171**2 * ExpSineSquared(len_scale=2.13, periodicity=9.8) + WhiteK(noise=0.999)"
"Locally Periodic + WhiteK, x:scaled, y:pow-scaled",0.999995,0.999994525885973,0.999994,0.430686349093011,1.56882,0.675675625569346,-45.406,"0.00316**2 * RBF(len_scale=[8.43e+03, 26.3, 1.19e+03, 9.14e+03, 3.17]) * ExpSineSquared(len_scale=0.0491, periodicity=1e+05) + WhiteK(noise=1)"
"RBF, x:none, y:pow-scaled",1,0.9999999999217359,1,0.4306890607861996,1.56884,0.6756827266638831,-45.406,"1**2 + RBF(len_scale=[0.334, 0.0452, 0.0679, 0.148, 3.91e-07])"
"Periodic, x:none, y:pow-scaled",1,1.0,1,0.43068906082006253,1.56884,0.6756827267803382,-45.406,"1**2 + ExpSineSquared(len_scale=1.77e-06, periodicity=1.77e-06)"
"Periodic, x:scaled, y:pow-scaled",1,1.0,1,0.43068906082006253,1.56884,0.6756827267803382,-45.406,"1**2 + ExpSineSquared(len_scale=1.77e-06, periodicity=1.77e-06)"
"RBF, x:none, y:scaled",1,0.9999999999218087,1,0.430689060231208,1.56893,0.6757211469331663,-45.406,"1**2 + RBF(len_scale=[0.334, 0.0452, 0.0679, 0.148, 3.91e-07])"
"Periodic + WhiteK, x:none, y:scaled",1,1.0000000000000002,1,0.43068906026488424,1.56893,0.6757211470005188,-45.406,"1**2 * ExpSineSquared(len_scale=1.31e-06, periodicity=2.17e-05) + WhiteK(noise=8.53e-05)"
"Periodic, x:none, y:scaled",1,1.0,1,0.4306890602648842,1.56893,0.6757211470005189,-45.406,"1**2 + ExpSineSquared(len_scale=2.72e-05, periodicity=0.00158)"
"Periodic + WhiteK, x:scaled, y:none",1.0512,0.45274140393102114,1.0512,0.45274140393102114,1.91301,0.8239108521485493,-44.9076,"3.28**2 * ExpSineSquared(len_scale=10, periodicity=0.95) + WhiteK(noise=1.69)"
"Locally Periodic, x:scaled, y:logshift",1.54807,0.39406206985703734,1.31787,0.5675928750290005,3.53518,1.5225650301384377,-28.6177,"0.665**2 * RBF(len_scale=[1.12e+03, 10.3, 10.7, 827, 0.000544]) + ExpSineSquared(len_scale=1.67e+03, periodicity=10.7)"
"RBF, x:none, y:logshift",1.63567,0.41635952267439824,1.39703,0.6016843746444028,3.53855,1.5240158805637551,-31.2565,"0.671**2 + RBF(len_scale=[1.66, 9.38, 9.53, 1.46e-07, 6.27])"
"Periodic, x:none, y:logshift",1.79983,0.4581471869857361,1.53105,0.6594079357434848,3.91064,1.6842717451156421,-32.917,"0.677**2 + ExpSineSquared(len_scale=1.77e-06, periodicity=1.77e-06)"
"Periodic, x:scaled, y:logshift",1.79983,0.4581471869857361,1.53105,0.6594079357434848,3.91064,1.6842717451156421,-32.917,"0.677**2 + ExpSineSquared(len_scale=1.77e-06, periodicity=1.77e-06)"
